v_products_model,v_products_name_1,v_products_description_1,v_products_url_1,v_products_image,v_products_images_image_1,v_products_images_htmlcontent_1,v_products_images_image_2,v_products_images_htmlcontent_2,v_products_images_image_3,v_products_images_htmlcontent_3,v_products_images_image_4,v_products_images_htmlcontent_4,v_products_images_image_5,v_products_images_htmlcontent_5,v_products_images_image_6,v_products_images_htmlcontent_6,v_products_images_image_7,v_products_images_htmlcontent_7,v_products_price,v_products_specials_price,v_products_quantity,v_products_weight,v_date_avail,v_date_added,v_categories_image_1,v_categories_name_1_1,v_categories_image_2,v_categories_name_2_1,v_categories_image_3,v_categories_name_3_1,v_categories_image_4,v_categories_name_4_1,v_categories_image_5,v_categories_name_5_1,v_categories_image_6,v_categories_name_6_1,v_categories_image_7,v_categories_name_7_1,v_manufacturers_name,v_attribute_options_id_1,v_attribute_options_name_1_1,v_attribute_options_id_2,v_attribute_options_name_2_1,v_attribute_options_id_3,v_attribute_options_name_3_1,v_attribute_values_id_3_1,v_attribute_values_name_3_1_1,v_attribute_values_price_3_1,v_attribute_values_id_3_2,v_attribute_values_name_3_2_1,v_attribute_values_price_3_2,v_attribute_values_id_3_3,v_attribute_values_name_3_3_1,v_attribute_values_price_3_3,v_attribute_values_id_3_4,v_attribute_values_name_3_4_1,v_attribute_values_price_3_4,v_attribute_values_id_3_5,v_attribute_values_name_3_5_1,v_attribute_values_price_3_5,v_attribute_options_id_4,v_attribute_options_name_4_1,v_attribute_values_id_4_1,v_attribute_values_name_4_1_1,v_attribute_values_price_4_1,v_attribute_values_id_4_2,v_attribute_values_name_4_2_1,v_attribute_values_price_4_2,v_attribute_values_id_4_3,v_attribute_values_name_4_3_1,v_attribute_values_price_4_3,v_attribute_values_id_4_4,v_attribute_values_name_4_4_1,v_attribute_values_price_4_4,v_attribute_options_id_5,v_attribute_options_name_5_1,v_attribute_values_id_5_1,v_attribute_values_name_5_1_1,v_attribute_values_price_5_1,v_attribute_values_id_5_2,v_attribute_values_name_5_2_1,v_attribute_values_price_5_2,v_tax_class_title,v_status,EOREOR
Battery,V000210190,,,,,,,,,,,,,,,,,,65,,100,1,,6/2/2014 10:30,,BATTERY,,TOSHIBA,,TOSHIBA BATTERY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
BATTERY,P000556700,,,,,,,,,,,,,,,,,,65,,100,1,,6/2/2014 10:30,,BATTERY,,TOSHIBA,,TOSHIBA BATTERY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
battery,H000050600,,,,,,,,,,,,,,,,,,65,,100,1,,6/2/2014 10:30,,BATTERY,,TOSHIBA,,TOSHIBA BATTERY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
battery,h000030480,,,,,,,,,,,,,,,,,,65,,100,1,,6/2/2014 10:30,,BATTERY,,TOSHIBA,,TOSHIBA BATTERY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Battery,H000030190,,,,,,,,,,,,,,,,,,65,,100,1,,6/2/2014 10:30,,BATTERY,,TOSHIBA,,TOSHIBA BATTERY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Battery,A000080680,,,,,,,,,,,,,,,,,,65,,100,1,,6/2/2014 10:30,,BATTERY,,TOSHIBA,,TOSHIBA BATTERY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Battery,A000075270,,,,,,,,,,,,,,,,,,65,,100,1,,6/2/2014 10:30,,BATTERY,,TOSHIBA,,TOSHIBA BATTERY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
keyboard,V000271810,,,,,,,,,,,,,,,,,,85,,100,1,,6/2/2014 10:30,,KEYBOARD BILINGUAL,,TOSHIBA,,TOSHIBA KEYBOARD BIL,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Keyboard,V000211060,,,,,,,,,,,,,,,,,,85,,100,1,,6/2/2014 10:30,,KEYBOARD BILINGUAL,,TOSHIBA,,TOSHIBA KEYBOARD BIL,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
keyboard,H00045330,,,,,,,,,,,,,,,,,,85,,100,1,,6/2/2014 10:30,,KEYBOARD BILINGUAL,,TOSHIBA,,TOSHIBA KEYBOARD BIL,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Keyboard,H000043950,,,,,,,,,,,,,,,,,,85,,100,1,,6/2/2014 10:30,,KEYBOARD BILINGUAL,,TOSHIBA,,TOSHIBA KEYBOARD BIL,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
keyboard,H000039910,,,,,,,,,,,,,,,,,,85,,100,1,,6/2/2014 10:30,,KEYBOARD BILINGUAL,,TOSHIBA,,TOSHIBA KEYBOARD BIL,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
KEYBOARD,H000029060,,,,,,,,,,,,,,,,,,85,,100,1,,6/2/2014 10:30,,KEYBOARD BILINGUAL,,TOSHIBA,,TOSHIBA KEYBOARD BIL,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Keyboard,A000244040,,,,,,,,,,,,,,,,,,85,,100,1,,6/2/2014 10:30,,KEYBOARD BILINGUAL,,TOSHIBA,,TOSHIBA KEYBOARD BIL,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
KEYBOARD,A000077530,,,,,,,,,,,,,,,,,,85,,100,1,,6/2/2014 10:30,,KEYBOARD BILINGUAL,,TOSHIBA,,TOSHIBA KEYBOARD BIL,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Lowercase,A000053420,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,TOSHIBA,,TOSHIBA BASE,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
BOTTOM CASE,H000050060,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,TOSHIBA,,TOSHIBA BASE,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Bottom Base,H000037400,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,TOSHIBA,,TOSHIBA BASE,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Base cover,V000271640,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,TOSHIBA,,TOSHIBA BASE,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
base cover,v000221090,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,TOSHIBA,,TOSHIBA BASE,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Base Cover,V000220380,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,TOSHIBA,,TOSHIBA BASE,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Base Cover,V000220070,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,TOSHIBA,,TOSHIBA BASE,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
base cover,V000210970,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,TOSHIBA,,TOSHIBA BASE,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Base,V000300270,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,TOSHIBA,,TOSHIBA BASE,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LED DIsplay,V000212220,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,TOSHIBA,,TOSHIBA LCD PANEL ONLY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD-LED Panel,H000025060,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,TOSHIBA,,TOSHIBA LCD PANEL ONLY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Pannel,H000057810,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,TOSHIBA,,TOSHIBA LCD PANEL ONLY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,V000271000,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,TOSHIBA,,TOSHIBA LCD PANEL ONLY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,H000037930,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,TOSHIBA,,TOSHIBA LCD PANEL ONLY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,H000037910,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,TOSHIBA,,TOSHIBA LCD PANEL ONLY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,A000237400,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,TOSHIBA,,TOSHIBA LCD PANEL ONLY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,A000079230,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,TOSHIBA,,TOSHIBA LCD PANEL ONLY,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
blue ray optical,v000281520,,,,,,,,,,,,,,,,,,150,,100,1,,6/2/2014 10:30,,OTHER,,TOSHIBA,,TOSHIBA OTHER,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
SSD MSATA 128GB,P000557270,,,,,,,,,,,,,,,,,,150,,100,1,,6/2/2014 10:30,,SSD,,TOSHIBA,,TOSHIBA SSD,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
motherboard assy,h000041580,,,,,,,,,,,,,,,,,,175,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,TOSHIBA,,TOSHIBA MOTHERBOARD,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,V000225010,,,,,,,,,,,,,,,,,,175,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,TOSHIBA,,TOSHIBA MOTHERBOARD,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
motherboard,v000218010,,,,,,,,,,,,,,,,,,175,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,TOSHIBA,,TOSHIBA MOTHERBOARD,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,K000103780,,,,,,,,,,,,,,,,,,175,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,TOSHIBA,,TOSHIBA MOTHERBOARD,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,K000093520,,,,,,,,,,,,,,,,,,175,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,TOSHIBA,,TOSHIBA MOTHERBOARD,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,H000052590,,,,,,,,,,,,,,,,,,175,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,TOSHIBA,,TOSHIBA MOTHERBOARD,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,H000052420,,,,,,,,,,,,,,,,,,175,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,TOSHIBA,,TOSHIBA MOTHERBOARD,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,H000043480,,,,,,,,,,,,,,,,,,175,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,TOSHIBA,,TOSHIBA MOTHERBOARD,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Motherboard,H000041610,,,,,,,,,,,,,,,,,,175,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,TOSHIBA,,TOSHIBA MOTHERBOARD,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
motherboard,H000038370,,,,,,,,,,,,,,,,,,175,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,TOSHIBA,,TOSHIBA MOTHERBOARD,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Mainboard,A000053810,,,,,,,,,,,,,,,,,,175,,100,1,,6/2/2014 10:30,,MOTHERBOARD,,TOSHIBA,,TOSHIBA MOTHERBOARD,,,,,,,,,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
